Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,week_of_year,month,quarter,year,day_of_year,is_month_start,is_month_end,is_year_end,week_sin,week_cos,month_sin,month_cos,is_festive_season,is_diwali_week,is_ecommerce_sale,is_republic_day_sale,is_eos_sale,days_to_nearest_holiday,is_near_holiday,Weekly_Sales_lag_1w,Weekly_Sales_lag_2w,Weekly_Sales_lag_4w,Weekly_Sales_lag_8w,Weekly_Sales_lag_12w,Weekly_Sales_rolling_mean_4w,Weekly_Sales_rolling_std_4w,Weekly_Sales_rolling_min_4w,Weekly_Sales_rolling_max_4w,Weekly_Sales_rolling_mean_8w,Weekly_Sales_rolling_std_8w,Weekly_Sales_rolling_min_8w,Weekly_Sales_rolling_max_8w,Weekly_Sales_rolling_mean_12w,Weekly_Sales_rolling_std_12w,Weekly_Sales_rolling_min_12w,Weekly_Sales_rolling_max_12w,trend_raw_online shopping,tvi_online shopping,tvi_accel_online shopping,tvi_smooth_online shopping,is_spike_online shopping,spike_severity_online shopping,spike_severity_online shopping_encoded
1,2010-02-12,1524923.3628864498,0,79.56508044572318,2.541168988591605,226.69008373781938,12.324426408004218,6,2,1,2010,43,0,0,0,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,0,0,0,0,0,17,0,1469102.6289455509,,,,,1497012.9959160003,39471.21950041969,1469102.6289455509,1524923.3628864498,1497012.9959160003,39471.21950041969,1469102.6289455509,1524923.3628864498,1497012.9959160003,39471.21950041969,1469102.6289455509,1524923.3628864498,22.0,-12.0,16.57142857142857,-15.94202898550725,False,NONE,0
1,2010-02-19,1437478.883828649,0,51.29695700716764,3.549512863264476,167.51395205063272,6.912291401980419,7,2,1,2010,50,0,0,0,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,0,0,0,0,0,23,0,1524923.3628864498,1469102.6289455509,,,,1477168.291886883,44276.69159315007,1437478.883828649,1524923.3628864498,1477168.291886883,44276.69159315007,1437478.883828649,1524923.3628864498,1477168.291886883,44276.69159315007,1437478.883828649,1524923.3628864498,22.0,0.0,12.0,-10.344827586206895,False,NONE,0
1,2010-02-26,1448892.2030662568,0,39.76457024564293,3.0842892970704363,160.2998027623061,8.56069984217036,8,2,1,2010,57,0,0,0,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,0,0,0,0,0,16,0,1437478.883828649,1524923.3628864498,,,,1470099.2696817266,38817.967214997305,1437478.883828649,1524923.3628864498,1470099.2696817266,38817.967214997305,1437478.883828649,1524923.3628864498,1470099.2696817266,38817.967214997305,1437478.883828649,1524923.3628864498,23.0,4.545454545454541,4.545454545454541,-11.538461538461542,False,NONE,0
1,2010-03-05,1486566.9294792893,0,71.46901982034296,2.5929008254399957,186.82993370915824,5.705241236872915,9,3,1,2010,64,0,0,0,0.8854560256532099,0.4647231720437686,1.0,6.123233995736766e-17,0,0,0,0,0,9,0,1448892.2030662568,1437478.883828649,1469102.6289455509,,,1474465.3448151613,39641.9130646756,1437478.883828649,1524923.3628864498,1473392.8016412393,34414.571010984684,1437478.883828649,1524923.3628864498,1473392.8016412393,34414.571010984684,1437478.883828649,1524923.3628864498,24.0,4.347826086956519,-0.19762845849802257,-1.0869565217391353,False,NONE,0
1,2010-03-12,1422287.267402959,0,96.42198760773333,4.431264066149119,208.92370829281072,7.046137691733707,10,3,1,2010,71,0,0,0,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,0,0,0,0,0,2,1,1486566.9294792893,1448892.2030662568,1524923.3628864498,,,1448806.3209442885,27431.380843898976,1422287.267402959,1486566.9294792893,1464875.2126015257,37185.831933583984,1422287.267402959,1524923.3628864498,1464875.2126015257,37185.831933583984,1422287.267402959,1524923.3628864498,23.0,-4.1666666666666625,-8.51449275362318,1.098901098901095,False,NONE,0
1,2010-03-19,1472945.137253126,0,38.54267643913452,3.4903538202225404,123.78273732267402,13.093204020787821,11,3,1,2010,78,0,0,0,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,0,0,0,0,0,5,1,1422287.267402959,1486566.9294792893,1437478.883828649,,,1457672.884300408,28268.650499565894,1422287.267402959,1486566.9294792893,1466028.0589803257,34082.62211996628,1422287.267402959,1524923.3628864498,1466028.0589803257,34082.62211996628,1422287.267402959,1524923.3628864498,22.0,-4.347826086956519,-0.18115942028985632,0.0,False,NONE,0
1,2010-03-26,1604183.1860830733,0,76.37655990477873,3.123422152178822,177.20748232955918,9.467102793432797,12,3,1,2010,85,0,0,0,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,0,0,0,0,0,12,0,1472945.137253126,1422287.267402959,1448892.2030662568,,,1496495.630054612,76934.37813515609,1422287.267402959,1604183.1860830733,1483297.4498681691,58150.95507766683,1422287.267402959,1604183.1860830733,1483297.4498681691,58150.95507766683,1422287.267402959,1604183.1860830733,23.0,4.545454545454541,8.89328063241106,0.0,False,NONE,0
1,2010-04-02,1555939.9176296524,0,36.194475143634364,2.8919657248382906,124.97500178015919,7.253303307632644,13,4,2,2010,92,0,0,0,1.0,-1.6081226496766366e-16,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,19,0,1604183.1860830733,1472945.137253126,1486566.9294792893,1469102.6289455509,,1513838.8770922027,81626.35803074818,1422287.267402959,1604183.1860830733,1494152.1109536819,63023.33000939977,1422287.267402959,1604183.1860830733,1491368.8351750008,59541.30689136105,1422287.267402959,1604183.1860830733,25.0,8.695652173913038,4.150197628458496,1.0869565217391353,False,NONE,0
1,2010-04-09,1533832.2186653358,0,48.99443222417271,4.157475018303859,159.24286593629483,6.809345096873807,14,4,2,2010,99,0,0,0,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,26,0,1555939.9176296524,1604183.1860830733,1422287.267402959,1524923.3628864498,,1541725.1149077967,54455.040809302875,1472945.137253126,1604183.1860830733,1495265.7179260426,63719.587610654846,1422287.267402959,1604183.1860830733,1495615.1735240342,57719.78560670167,1422287.267402959,1604183.1860830733,25.0,0.0,-8.695652173913038,2.1505376344086002,False,NONE,0
1,2010-04-16,1546424.0247787975,0,35.21854505758396,4.473773873201035,204.9469246226323,5.987156815341724,15,4,2,2010,106,0,0,0,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,33,0,1533832.2186653358,1555939.9176296524,1472945.137253126,1437478.883828649,,1560094.836789215,30755.28197683927,1533832.2186653358,1604183.1860830733,1508883.8605448112,61197.01745167394,1422287.267402959,1604183.1860830733,1500234.16000174,56860.370050930556,1422287.267402959,1604183.1860830733,27.0,8.000000000000007,8.000000000000007,5.263157894736836,False,NONE,0
